,survey_id,survey_date,survey_name,question_description,response_total,response_1_text,response_1_percent,response_2_text,response_2_percent,response_3_text,response_3_percent,response_4_text,response_4_percent,response_5_text,response_5_percent,response_6_text,response_6_percent,response_7_text,response_7_percent
13,267,2017-01-01,MBTA Customer Opinion Panel,Speed/travel time,374,Unacceptable,0.028,Very Poor,0.028,Poor,0.0514,Fair,0.1766,Good,0.2709,Very Good,0.2783,Excellent,0.1721
14,268,2017-01-01,MBTA Customer Opinion Panel,Parking availability,126,Unacceptable,0.1147,Very Poor,0.1147,Poor,0.0879,Fair,0.085,Good,0.1936,Very Good,0.238,Excellent,0.2289
15,269,2017-01-01,MBTA Customer Opinion Panel,Real-time communications,314,Unacceptable,0.0211,Very Poor,0.0211,Poor,0.0723,Fair,0.178,Good,0.2793,Very Good,0.2378,Excellent,0.1905
16,270,2017-01-01,MBTA Customer Opinion Panel,Mbta website,324,Extremely Dissatisfied,0.0124,Very Dissatisfied,0.0124,Somewhat Dissatisfied,0.0658,Neutral,0.1399,Somewhat Satisfied,0.3063,Very Satisfied,0.3329,Extremely Satisfied,0.1082
17,271,2017-01-01,MBTA Customer Opinion Panel,Real time arrival signage (countdown timers),352,Extremely Dissatisfied,0.0261,Very Dissatisfied,0.0261,Somewhat Dissatisfied,0.0581,Neutral,0.0734,Somewhat Satisfied,0.2617,Very Satisfied,0.3497,Extremely Satisfied,0.2099
18,272,2017-01-01,MBTA Customer Opinion Panel,In-station announcements,340,Extremely Dissatisfied,0.0359,Very Dissatisfied,0.0359,Somewhat Dissatisfied,0.1149,Neutral,0.1813,Somewhat Satisfied,0.3002,Very Satisfied,0.206,Extremely Satisfied,0.1233
19,273,2017-01-01,MBTA Customer Opinion Panel,On-vehicle announcements,357,Extremely Dissatisfied,0.043,Very Dissatisfied,0.043,Somewhat Dissatisfied,0.1638,Neutral,0.1401,Somewhat Satisfied,0.3678,Very Satisfied,0.1336,Extremely Satisfied,0.0873
20,274,2017-01-01,MBTA Customer Opinion Panel,T-alerts,319,Extremely Dissatisfied,0.0252,Very Dissatisfied,0.0252,Somewhat Dissatisfied,0.1207,Neutral,0.1239,Somewhat Satisfied,0.2783,Very Satisfied,0.2781,Extremely Satisfied,0.1192
21,275,2017-01-01,MBTA Customer Opinion Panel,Real-time mobile apps (e.g. nextbus),255,Extremely Dissatisfied,0.0299,Very Dissatisfied,0.0299,Somewhat Dissatisfied,0.0504,Neutral,0.1109,Somewhat Satisfied,0.2385,Very Satisfied,0.3253,Extremely Satisfied,0.2184
22,276,2017-01-01,MBTA Customer Opinion Panel,,377,Extremely Dissatisfied,0.0243,Very Dissatisfied,0.0243,Somewhat Dissatisfied,0.0836,Neutral,0.0873,Somewhat Satisfied,0.25729999989999996,Very Satisfied,0.3952,Extremely Satisfied,0.1091
23,864,2017-01-01,MBTA Customer Opinion Panel,How would you rate the mbta overall?,380,Extremely Dissatisfied,0.0217,Very Dissatisfied,0.0217,Somewhat Dissatisfied,0.1262,Neutral,0.0933,Somewhat Satisfied,0.3825,Very Satisfied,0.2581,Extremely Satisfied,0.0492
24,865,2017-01-01,MBTA Customer Opinion Panel,How would you rate your most recent trip?,377,Extremely Dissatisfied,0.0243,Very Dissatisfied,0.0243,Somewhat Dissatisfied,0.0836,Neutral,0.0873,Somewhat Satisfied,0.25729999989999996,Very Satisfied,0.3952,Extremely Satisfied,0.1091
25,866,2017-01-01,MBTA Customer Opinion Panel,How likely are you to continue using the mbta in the future?,377,Extremely Unlikely,0.0074,Very Unlikely,0.0074,Somewhat Unlikely,0.0087,Neither Likely nor Unlikely,0.0146,Somewhat Likely,0.0632999999,Very Likely,0.2436,Extremely Likely,0.6525
26,867,2017-01-01,MBTA Customer Opinion Panel,How likely are you to recommend the mbta to a friend or colleague?,375,Extremely Unlikely,0.0419,Very Unlikely,0.0419,Somewhat Unlikely,0.0489,Neither Likely nor Unlikely,0.1452,Somewhat Likely,0.2321,Very Likely,0.1994,Extremely Likely,0.3129
27,868,2017-01-01,MBTA Customer Opinion Panel,The mbta provides reliable public transportation services.,374,Strongly Disagree,0.1115,Disagree,0.1115,Slightly Disagree,0.1442,Neither Agree nor Disagree,0.1171,Slightly Agree,0.2139,Agree,0.2419,Strongly Agree,0.0701
28,869,2017-01-01,MBTA Customer Opinion Panel,The mbta is a cost-conscious organization.,375,Strongly Disagree,0.1409,Disagree,0.1409,Slightly Disagree,0.0997,Neither Agree nor Disagree,0.2743,Slightly Agree,0.1609,Agree,0.1392,Strongly Agree,0.0473
29,870,2017-01-01,MBTA Customer Opinion Panel,The mbta uses technology to meet the needs and demands of its riders.,374,Strongly Disagree,0.0622,Disagree,0.0622,Slightly Disagree,0.0937,Neither Agree nor Disagree,0.136,Slightly Agree,0.2712,Agree,0.2642,Strongly Agree,0.0688
30,871,2017-01-01,MBTA Customer Opinion Panel,The mbta is a good value for the money.,376,Strongly Disagree,0.0532,Disagree,0.0532,Slightly Disagree,0.1105,Neither Agree nor Disagree,0.1235,Slightly Agree,0.2153,Agree,0.2616,Strongly Agree,0.1609
31,872,2017-01-01,MBTA Customer Opinion Panel,The mbta has a fleet of trains and buses that are clean and well maintained.,374,Strongly Disagree,0.167,Disagree,0.167,Slightly Disagree,0.1474,Neither Agree nor Disagree,0.1023,Slightly Agree,0.2474,Agree,0.1586,Strongly Agree,0.0284
32,873,2017-01-01,MBTA Customer Opinion Panel,Wait time at stop,372,Unacceptable,0.0099,Very Poor,0.0099,Poor,0.0707,Fair,0.1441,Good,0.2238,Very Good,0.2509,Excellent,0.2872
33,874,2017-01-01,MBTA Customer Opinion Panel,Stop condition &amp; cleanliness,368,Unacceptable,0.0178,Very Poor,0.0178,Poor,0.0536,Fair,0.2201,Good,0.3487,Very Good,0.2174,Excellent,0.1267
34,875,2017-01-01,MBTA Customer Opinion Panel,Vehicle crowdedness,372,Unacceptable,0.0303,Very Poor,0.0303,Poor,0.0917,Fair,0.1684,Good,0.264,Very Good,0.1853,Excellent,0.1872
35,876,2017-01-01,MBTA Customer Opinion Panel,Vehicle cleanliness,371,Unacceptable,0.006,Very Poor,0.006,Poor,0.0599,Fair,0.2231,Good,0.3252,Very Good,0.23,Excellent,0.1341
36,877,2017-01-01,MBTA Customer Opinion Panel,Speed/travel time,374,Unacceptable,0.028,Very Poor,0.028,Poor,0.0514,Fair,0.1766,Good,0.2709,Very Good,0.2783,Excellent,0.1721
37,878,2017-01-01,MBTA Customer Opinion Panel,Parking availability,126,Unacceptable,0.1147,Very Poor,0.1147,Poor,0.0879,Fair,0.085,Good,0.1936,Very Good,0.238,Excellent,0.2289
38,879,2017-01-01,MBTA Customer Opinion Panel,Real-time communications,314,Unacceptable,0.0211,Very Poor,0.0211,Poor,0.0723,Fair,0.178,Good,0.2793,Very Good,0.2378,Excellent,0.1905
39,880,2017-01-01,MBTA Customer Opinion Panel,Mbta website,324,Extremely Dissatisfied,0.0124,Very Dissatisfied,0.0124,Somewhat Dissatisfied,0.0658,Neutral,0.1399,Somewhat Satisfied,0.3063,Very Satisfied,0.3329,Extremely Satisfied,0.1082
40,881,2017-01-01,MBTA Customer Opinion Panel,Real time arrival signage (countdown timers),352,Extremely Dissatisfied,0.0261,Very Dissatisfied,0.0261,Somewhat Dissatisfied,0.0581,Neutral,0.0734,Somewhat Satisfied,0.2617,Very Satisfied,0.3497,Extremely Satisfied,0.2099
41,882,2017-01-01,MBTA Customer Opinion Panel,In-station announcements,340,Extremely Dissatisfied,0.0359,Very Dissatisfied,0.0359,Somewhat Dissatisfied,0.1149,Neutral,0.1813,Somewhat Satisfied,0.3002,Very Satisfied,0.206,Extremely Satisfied,0.1233
42,883,2017-01-01,MBTA Customer Opinion Panel,On-vehicle announcements,357,Extremely Dissatisfied,0.043,Very Dissatisfied,0.043,Somewhat Dissatisfied,0.1638,Neutral,0.1401,Somewhat Satisfied,0.3678,Very Satisfied,0.1336,Extremely Satisfied,0.0873
43,884,2017-01-01,MBTA Customer Opinion Panel,T-alerts,319,Extremely Dissatisfied,0.0252,Very Dissatisfied,0.0252,Somewhat Dissatisfied,0.1207,Neutral,0.1239,Somewhat Satisfied,0.2783,Very Satisfied,0.2781,Extremely Satisfied,0.1192
44,885,2017-01-01,MBTA Customer Opinion Panel,Real-time mobile apps (e.g. nextbus),255,Extremely Dissatisfied,0.0299,Very Dissatisfied,0.0299,Somewhat Dissatisfied,0.0504,Neutral,0.1109,Somewhat Satisfied,0.2385,Very Satisfied,0.3253,Extremely Satisfied,0.2184
45,886,2017-01-01,MBTA Customer Opinion Panel,,377,Extremely Dissatisfied,0.0243,Very Dissatisfied,0.0243,Somewhat Dissatisfied,0.0836,Neutral,0.0873,Somewhat Satisfied,0.25729999989999996,Very Satisfied,0.3952,Extremely Satisfied,0.1091
0,70,2016-05-01,MBTA Customer Opinion Panel,How would you rate the mbta overall?,493,Extremely Dissatisfied,0.0348,Very Dissatisfied,0.0348,Somewhat Dissatisfied,0.1249,Neutral,0.0915,Somewhat Satisfied,0.357,Very Satisfied,0.2872,Extremely Satisfied,0.0397
1,71,2016-05-01,MBTA Customer Opinion Panel,How would you rate your most recent trip?,483,Extremely Dissatisfied,0.0421,Very Dissatisfied,0.0421,Somewhat Dissatisfied,0.0806,Neutral,0.1035,Somewhat Satisfied,0.2324,Very Satisfied,0.3991,Extremely Satisfied,0.0984
2,72,2016-05-01,MBTA Customer Opinion Panel,How likely are you to continue using the mbta in the future?,482,Extremely Unlikely,0.0056,Very Unlikely,0.0056,Somewhat Unlikely,0.0189,Neither Likely nor Unlikely,0.0201,Somewhat Likely,0.0607,Very Likely,0.235,Extremely Likely,0.6485
3,73,2016-05-01,MBTA Customer Opinion Panel,How likely are you to recommend the mbta to a friend or colleague?,477,Extremely Unlikely,0.0521,Very Unlikely,0.0521,Somewhat Unlikely,0.0383,Neither Likely nor Unlikely,0.1511,Somewhat Likely,0.2034,Very Likely,0.2536999999,Extremely Likely,0.2489
4,74,2016-05-01,MBTA Customer Opinion Panel,The mbta provides reliable public transportation services.,476,Strongly Disagree,0.1181,Disagree,0.1181,Slightly Disagree,0.1145,Neither Agree nor Disagree,0.0888,Slightly Agree,0.2553,Agree,0.2445,Strongly Agree,0.0518
5,75,2016-05-01,MBTA Customer Opinion Panel,The mbta is a cost-conscious organization.,476,Strongly Disagree,0.2327,Disagree,0.2327,Slightly Disagree,0.123,Neither Agree nor Disagree,0.176,Slightly Agree,0.1587,Agree,0.1187,Strongly Agree,0.0362
6,76,2016-05-01,MBTA Customer Opinion Panel,The mbta uses technology to meet the needs and demands of its riders.,474,Strongly Disagree,0.0977,Disagree,0.0977,Slightly Disagree,0.1186,Neither Agree nor Disagree,0.1143,Slightly Agree,0.2741,Agree,0.26379999989999997,Strongly Agree,0.0461
7,77,2016-05-01,MBTA Customer Opinion Panel,The mbta is a good value for the money.,475,Strongly Disagree,0.0997,Disagree,0.0997,Slightly Disagree,0.0987,Neither Agree nor Disagree,0.1241,Slightly Agree,0.227,Agree,0.262,Strongly Agree,0.1345
8,78,2016-05-01,MBTA Customer Opinion Panel,The mbta has a fleet of trains and buses that are clean and well maintained.,476,Strongly Disagree,0.1438,Disagree,0.1438,Slightly Disagree,0.2054,Neither Agree nor Disagree,0.0922,Slightly Agree,0.22,Agree,0.1572,Strongly Agree,0.0264
9,79,2016-05-01,MBTA Customer Opinion Panel,Wait time at stop,478,Unacceptable,0.0417,Very Poor,0.0417,Poor,0.0538,Fair,0.1655,Good,0.2324,Very Good,0.2412,Excellent,0.2452
10,80,2016-05-01,MBTA Customer Opinion Panel,Stop condition &amp; cleanliness,477,Unacceptable,0.0213,Very Poor,0.0213,Poor,0.0541,Fair,0.2237,Good,0.3231,Very Good,0.2458,Excellent,0.1026
11,81,2016-05-01,MBTA Customer Opinion Panel,Vehicle crowdedness,478,Unacceptable,0.0575,Very Poor,0.0575,Poor,0.0855,Fair,0.1854,Good,0.2402,Very Good,0.2367,Excellent,0.1461
12,82,2016-05-01,MBTA Customer Opinion Panel,Vehicle cleanliness,478,Unacceptable,0.0316,Very Poor,0.0316,Poor,0.05,Fair,0.2119,Good,0.3371,Very Good,0.2366,Excellent,0.1107
13,83,2016-05-01,MBTA Customer Opinion Panel,Speed/travel time,483,Unacceptable,0.0449,Very Poor,0.0449,Poor,0.0833,Fair,0.1776,Good,0.275,Very Good,0.2594,Excellent,0.1364
14,84,2016-05-01,MBTA Customer Opinion Panel,Parking availability,167,Unacceptable,0.0722,Very Poor,0.0722,Poor,0.0696,Fair,0.1543,Good,0.2174,Very Good,0.1721,Excellent,0.2263
15,85,2016-05-01,MBTA Customer Opinion Panel,Real-time communications,395,Unacceptable,0.0389,Very Poor,0.0389,Poor,0.0841,Fair,0.1769,Good,0.249,Very Good,0.2686,Excellent,0.1487
16,86,2016-05-01,MBTA Customer Opinion Panel,Mbta website,421,Extremely Dissatisfied,0.0259,Very Dissatisfied,0.0259,Somewhat Dissatisfied,0.039,Neutral,0.1681,Somewhat Satisfied,0.3502,Very Satisfied,0.2781,Extremely Satisfied,0.1003
17,87,2016-05-01,MBTA Customer Opinion Panel,Real time arrival signage (countdown timers),447,Extremely Dissatisfied,0.0353,Very Dissatisfied,0.0353,Somewhat Dissatisfied,0.0832,Neutral,0.0637,Somewhat Satisfied,0.2292,Very Satisfied,0.3583,Extremely Satisfied,0.1889
18,88,2016-05-01,MBTA Customer Opinion Panel,In-station announcements,432,Extremely Dissatisfied,0.0345,Very Dissatisfied,0.0345,Somewhat Dissatisfied,0.1564,Neutral,0.166,Somewhat Satisfied,0.2832,Very Satisfied,0.2234,Extremely Satisfied,0.0881
19,89,2016-05-01,MBTA Customer Opinion Panel,On-vehicle announcements,459,Extremely Dissatisfied,0.0518,Very Dissatisfied,0.0518,Somewhat Dissatisfied,0.1837,Neutral,0.172,Somewhat Satisfied,0.2681,Very Satisfied,0.1775,Extremely Satisfied,0.0739
20,90,2016-05-01,MBTA Customer Opinion Panel,T-alerts,408,Extremely Dissatisfied,0.061,Very Dissatisfied,0.061,Somewhat Dissatisfied,0.1116,Neutral,0.1593,Somewhat Satisfied,0.198,Very Satisfied,0.2935,Extremely Satisfied,0.1077
21,91,2016-05-01,MBTA Customer Opinion Panel,Real-time mobile apps (e.g. nextbus),297,Extremely Dissatisfied,0.042,Very Dissatisfied,0.042,Somewhat Dissatisfied,0.0504,Neutral,0.1151,Somewhat Satisfied,0.2835,Very Satisfied,0.3105,Extremely Satisfied,0.1766
22,92,2016-05-01,MBTA Customer Opinion Panel,,483,Extremely Dissatisfied,0.0421,Very Dissatisfied,0.0421,Somewhat Dissatisfied,0.0806,Neutral,0.1035,Somewhat Satisfied,0.2324,Very Satisfied,0.3991,Extremely Satisfied,0.0984
23,680,2016-05-01,MBTA Customer Opinion Panel,How would you rate the mbta overall?,493,Extremely Dissatisfied,0.0348,Very Dissatisfied,0.0348,Somewhat Dissatisfied,0.1249,Neutral,0.0915,Somewhat Satisfied,0.357,Very Satisfied,0.2872,Extremely Satisfied,0.0397
24,681,2016-05-01,MBTA Customer Opinion Panel,How would you rate your most recent trip?,483,Extremely Dissatisfied,0.0421,Very Dissatisfied,0.0421,Somewhat Dissatisfied,0.0806,Neutral,0.1035,Somewhat Satisfied,0.2324,Very Satisfied,0.3991,Extremely Satisfied,0.0984
25,682,2016-05-01,MBTA Customer Opinion Panel,How likely are you to continue using the mbta in the future?,482,Extremely Unlikely,0.0056,Very Unlikely,0.0056,Somewhat Unlikely,0.0189,Neither Likely nor Unlikely,0.0201,Somewhat Likely,0.0607,Very Likely,0.235,Extremely Likely,0.6485
26,683,2016-05-01,MBTA Customer Opinion Panel,How likely are you to recommend the mbta to a friend or colleague?,477,Extremely Unlikely,0.0521,Very Unlikely,0.0521,Somewhat Unlikely,0.0383,Neither Likely nor Unlikely,0.1511,Somewhat Likely,0.2034,Very Likely,0.2536999999,Extremely Likely,0.2489
27,684,2016-05-01,MBTA Customer Opinion Panel,The mbta provides reliable public transportation services.,476,Strongly Disagree,0.1181,Disagree,0.1181,Slightly Disagree,0.1145,Neither Agree nor Disagree,0.0888,Slightly Agree,0.2553,Agree,0.2445,Strongly Agree,0.0518
28,685,2016-05-01,MBTA Customer Opinion Panel,The mbta is a cost-conscious organization.,476,Strongly Disagree,0.2327,Disagree,0.2327,Slightly Disagree,0.123,Neither Agree nor Disagree,0.176,Slightly Agree,0.1587,Agree,0.1187,Strongly Agree,0.0362
29,686,2016-05-01,MBTA Customer Opinion Panel,The mbta uses technology to meet the needs and demands of its riders.,474,Strongly Disagree,0.0977,Disagree,0.0977,Slightly Disagree,0.1186,Neither Agree nor Disagree,0.1143,Slightly Agree,0.2741,Agree,0.26379999989999997,Strongly Agree,0.0461
30,687,2016-05-01,MBTA Customer Opinion Panel,The mbta is a good value for the money.,475,Strongly Disagree,0.0997,Disagree,0.0997,Slightly Disagree,0.0987,Neither Agree nor Disagree,0.1241,Slightly Agree,0.227,Agree,0.262,Strongly Agree,0.1345
31,688,2016-05-01,MBTA Customer Opinion Panel,The mbta has a fleet of trains and buses that are clean and well maintained.,476,Strongly Disagree,0.1438,Disagree,0.1438,Slightly Disagree,0.2054,Neither Agree nor Disagree,0.0922,Slightly Agree,0.22,Agree,0.1572,Strongly Agree,0.0264
32,689,2016-05-01,MBTA Customer Opinion Panel,Wait time at stop,478,Unacceptable,0.0417,Very Poor,0.0417,Poor,0.0538,Fair,0.1655,Good,0.2324,Very Good,0.2412,Excellent,0.2452
33,690,2016-05-01,MBTA Customer Opinion Panel,Stop condition &amp; cleanliness,477,Unacceptable,0.0213,Very Poor,0.0213,Poor,0.0541,Fair,0.2237,Good,0.3231,Very Good,0.2458,Excellent,0.1026
34,691,2016-05-01,MBTA Customer Opinion Panel,Vehicle crowdedness,478,Unacceptable,0.0575,Very Poor,0.0575,Poor,0.0855,Fair,0.1854,Good,0.2402,Very Good,0.2367,Excellent,0.1461
35,692,2016-05-01,MBTA Customer Opinion Panel,Vehicle cleanliness,478,Unacceptable,0.0316,Very Poor,0.0316,Poor,0.05,Fair,0.2119,Good,0.3371,Very Good,0.2366,Excellent,0.1107
36,693,2016-05-01,MBTA Customer Opinion Panel,Speed/travel time,483,Unacceptable,0.0449,Very Poor,0.0449,Poor,0.0833,Fair,0.1776,Good,0.275,Very Good,0.2594,Excellent,0.1364
37,694,2016-05-01,MBTA Customer Opinion Panel,Parking availability,167,Unacceptable,0.0722,Very Poor,0.0722,Poor,0.0696,Fair,0.1543,Good,0.2174,Very Good,0.1721,Excellent,0.2263
38,695,2016-05-01,MBTA Customer Opinion Panel,Real-time communications,395,Unacceptable,0.0389,Very Poor,0.0389,Poor,0.0841,Fair,0.1769,Good,0.249,Very Good,0.2686,Excellent,0.1487
39,696,2016-05-01,MBTA Customer Opinion Panel,Mbta website,421,Extremely Dissatisfied,0.0259,Very Dissatisfied,0.0259,Somewhat Dissatisfied,0.039,Neutral,0.1681,Somewhat Satisfied,0.3502,Very Satisfied,0.2781,Extremely Satisfied,0.1003
40,697,2016-05-01,MBTA Customer Opinion Panel,Real time arrival signage (countdown timers),447,Extremely Dissatisfied,0.0353,Very Dissatisfied,0.0353,Somewhat Dissatisfied,0.0832,Neutral,0.0637,Somewhat Satisfied,0.2292,Very Satisfied,0.3583,Extremely Satisfied,0.1889
41,698,2016-05-01,MBTA Customer Opinion Panel,In-station announcements,432,Extremely Dissatisfied,0.0345,Very Dissatisfied,0.0345,Somewhat Dissatisfied,0.1564,Neutral,0.166,Somewhat Satisfied,0.2832,Very Satisfied,0.2234,Extremely Satisfied,0.0881
42,699,2016-05-01,MBTA Customer Opinion Panel,On-vehicle announcements,459,Extremely Dissatisfied,0.0518,Very Dissatisfied,0.0518,Somewhat Dissatisfied,0.1837,Neutral,0.172,Somewhat Satisfied,0.2681,Very Satisfied,0.1775,Extremely Satisfied,0.0739
43,700,2016-05-01,MBTA Customer Opinion Panel,T-alerts,408,Extremely Dissatisfied,0.061,Very Dissatisfied,0.061,Somewhat Dissatisfied,0.1116,Neutral,0.1593,Somewhat Satisfied,0.198,Very Satisfied,0.2935,Extremely Satisfied,0.1077
44,701,2016-05-01,MBTA Customer Opinion Panel,Real-time mobile apps (e.g. nextbus),297,Extremely Dissatisfied,0.042,Very Dissatisfied,0.042,Somewhat Dissatisfied,0.0504,Neutral,0.1151,Somewhat Satisfied,0.2835,Very Satisfied,0.3105,Extremely Satisfied,0.1766
45,702,2016-05-01,MBTA Customer Opinion Panel,,483,Extremely Dissatisfied,0.0421,Very Dissatisfied,0.0421,Somewhat Dissatisfied,0.0806,Neutral,0.1035,Somewhat Satisfied,0.2324,Very Satisfied,0.3991,Extremely Satisfied,0.0984
0,116,2016-07-01,MBTA Customer Opinion Panel,How would you rate the mbta overall?,436,Extremely Dissatisfied,0.0428,Very Dissatisfied,0.0428,Somewhat Dissatisfied,0.123,Neutral,0.1083,Somewhat Satisfied,0.379,Very Satisfied,0.2378,Extremely Satisfied,0.0377
1,117,2016-07-01,MBTA Customer Opinion Panel,How would you rate your most recent trip?,421,Extremely Dissatisfied,0.0422,Very Dissatisfied,0.0422,Somewhat Dissatisfied,0.0839,Neutral,0.1411,Somewhat Satisfied,0.2419,Very Satisfied,0.3533,Extremely Satisfied,0.0646999999
2,118,2016-07-01,MBTA Customer Opinion Panel,How likely are you to continue using the mbta in the future?,421,Extremely Unlikely,0.0065,Very Unlikely,0.0065,Somewhat Unlikely,0.0082,Neither Likely nor Unlikely,0.0291,Somewhat Likely,0.0911,Very Likely,0.286,Extremely Likely,0.5731
3,119,2016-07-01,MBTA Customer Opinion Panel,How likely are you to recommend the mbta to a friend or colleague?,416,Extremely Unlikely,0.0736,Very Unlikely,0.0736,Somewhat Unlikely,0.0844,Neither Likely nor Unlikely,0.1481,Somewhat Likely,0.2112,Very Likely,0.2076,Extremely Likely,0.2402
4,120,2016-07-01,MBTA Customer Opinion Panel,The mbta provides reliable public transportation services.,416,Strongly Disagree,0.1085,Disagree,0.1085,Slightly Disagree,0.1599,Neither Agree nor Disagree,0.102,Slightly Agree,0.2626,Agree,0.2095,Strongly Agree,0.0261
5,121,2016-07-01,MBTA Customer Opinion Panel,The mbta is a cost-conscious organization.,414,Strongly Disagree,0.2125,Disagree,0.2125,Slightly Disagree,0.1864,Neither Agree nor Disagree,0.1639,Slightly Agree,0.1152,Agree,0.1252,Strongly Agree,0.033
